GEO_ID,NAME,C15002I_001E,C15002I_001M,C15002I_002E,C15002I_002M,C15002I_003E,C15002I_003M,C15002I_004E,C15002I_004M,C15002I_005E,C15002I_005M,C15002I_006E,C15002I_006M,C15002I_007E,C15002I_007M,C15002I_008E,C15002I_008M,C15002I_009E,C15002I_009M,C15002I_010E,C15002I_010M,C15002I_011E,C15002I_011M,
860Z200US92069,ZCTA5 92069,11800,919,5711,526,1772,280,1573,406,1517,313,849,190,6089,577,2256,381,1547,296,1356,323,930,176,
860Z200US92070,ZCTA5 92070,65,50,33,28,0,13,12,16,21,22,0,13,32,26,0,13,20,19,0,13,12,18,
860Z200US92071,ZCTA5 92071,6773,629,3013,444,364,190,682,175,1217,278,750,221,3760,448,412,173,915,231,1578,329,855,182,
860Z200US92075,ZCTA5 92075,1138,302,418,142,114,105,128,70,42,44,134,81,720,213,151,162,118,72,158,71,293,116,
860Z200US92078,ZCTA5 92078,9058,1270,4426,752,1048,358,997,312,1268,457,1113,456,4632,663,945,263,914,273,1963,484,810,248,
860Z200US92081,ZCTA5 92081,5037,646,2515,431,654,275,533,186,819,195,509,198,2522,339,400,131,459,197,968,271,695,206,
860Z200US92082,ZCTA5 92082,4201,1035,2419,906,317,168,574,188,1293,896,235,120,1782,353,565,224,516,232,332,150,369,141,
860Z200US92083,ZCTA5 92083,12974,984,6667,558,2992,424,1759,326,1411,290,505,184,6307,575,2213,357,1892,308,1288,228,914,305,
860Z200US92084,ZCTA5 92084,13572,1097,6911,711,2445,317,2208,393,1584,408,674,212,6661,682,2212,368,2027,366,1644,432,778,194,
860Z200US92086,ZCTA5 92086,216,88,120,66,7,10,63,63,16,14,34,31,96,50,13,10,11,13,63,51,9,13,
860Z200US92091,ZCTA5 92091,92,86,34,47,0,13,0,13,0,13,34,47,58,44,0,13,10,17,40,45,8,14,
860Z200US92092,ZCTA5 92092,10,20,10,20,0,13,0,13,0,13,10,20,0,13,0,13,0,13,0,13,0,13,
860Z200US92093,ZCTA5 92093,46,47,23,33,0,13,0,13,0,13,23,33,23,34,0,13,0,13,0,13,23,34,
860Z200US92096,ZCTA5 92096,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92101,ZCTA5 92101,8418,836,4949,671,1085,315,942,375,1375,402,1547,370,3469,542,624,240,420,213,1004,229,1421,382,
860Z200US92102,ZCTA5 92102,14322,966,7092,540,2548,392,2046,381,1671,361,827,284,7230,590,2688,357,1673,327,1705,323,1164,352,
860Z200US92103,ZCTA5 92103,5129,826,2735,569,261,127,273,116,1094,370,1107,288,2394,404,152,121,224,83,714,224,1304,256,
860Z200US92104,ZCTA5 92104,10064,930,5064,712,964,334,867,279,1545,391,1688,362,5000,530,1011,256,666,192,1618,419,1705,383,
860Z200US92105,ZCTA5 92105,21938,1525,10880,908,3844,476,3177,532,2256,349,1603,351,11058,979,4596,535,2882,633,2178,511,1402,310,
860Z200US92106,ZCTA5 92106,1610,686,824,346,159,128,40,52,170,85,455,250,786,368,72,97,341,232,133,86,240,132,
860Z200US92107,ZCTA5 92107,2830,590,1541,430,13,19,287,174,735,293,506,210,1289,258,43,34,286,174,226,99,734,197,
860Z200US92108,ZCTA5 92108,3994,645,2319,548,229,206,501,297,795,270,794,253,1675,335,212,135,170,100,315,180,978,294,
860Z200US92109,ZCTA5 92109,3683,537,1788,371,116,88,216,163,452,183,1004,247,1895,341,218,112,169,128,357,134,1151,284,
860Z200US92110,ZCTA5 92110,3607,579,1943,373,273,206,267,145,518,158,885,263,1664,349,134,80,393,197,488,197,649,121,
860Z200US92111,ZCTA5 92111,8627,1050,3727,570,1008,273,688,241,929,262,1102,309,4900,648,1460,360,958,298,1050,265,1432,294,
860Z200US92113,ZCTA5 92113,23273,1562,11537,870,4531,575,4016,506,2107,300,883,243,11736,945,4810,639,3656,468,2471,345,799,173,
860Z200US92114,ZCTA5 92114,17877,1269,8729,730,2588,433,2983,434,2452,420,706,202,9148,683,2626,377,2920,457,2618,383,984,284,
860Z200US92115,ZCTA5 92115,9821,1021,4461,611,1070,329,876,204,1410,405,1105,322,5360,564,1238,391,1186,269,1643,296,1293,280,
860Z200US92116,ZCTA5 92116,6925,844,3531,647,309,153,708,240,1054,356,1460,369,3394,547,346,128,576,197,1127,367,1345,310,
860Z200US92117,ZCTA5 92117,8733,1318,4419,747,1061,412,891,274,929,270,1538,520,4314,767,1031,350,687,217,1549,574,1047,235,
860Z200US92118,ZCTA5 92118,1702,392,808,237,11,11,134,106,173,79,490,178,894,221,57,44,77,35,351,181,409,142,
860Z200US92119,ZCTA5 92119,2813,405,1174,248,145,110,194,117,383,154,452,162,1639,291,153,99,263,139,454,155,769,217,
860Z200US92120,ZCTA5 92120,3589,546,1701,346,58,58,210,114,670,211,763,243,1888,384,184,106,257,126,504,148,943,305,
860Z200US92121,ZCTA5 92121,285,130,181,101,0,13,16,22,13,16,152,93,104,52,0,13,9,16,0,13,95,45,
860Z200US92122,ZCTA5 92122,3610,795,1871,484,190,142,237,148,356,181,1088,310,1739,373,180,115,181,79,389,162,989,295,
860Z200US92123,ZCTA5 92123,4027,708,1762,390,168,94,569,263,454,212,571,215,2265,497,197,128,494,203,862,423,712,188,
860Z200US92124,ZCTA5 92124,3149,415,1520,310,48,40,358,174,771,233,343,134,1629,232,113,64,192,79,854,179,470,161,
860Z200US92126,ZCTA5 92126,7248,977,3864,580,786,365,801,232,1121,201,1156,292,3384,539,595,245,649,262,1132,345,1008,229,
860Z200US92127,ZCTA5 92127,2692,553,877,222,0,31,13,20,196,127,668,210,1815,451,96,105,339,179,621,239,759,314,
860Z200US92128,ZCTA5 92128,3309,635,1454,301,161,134,166,85,475,175,652,194,1855,501,45,39,132,119,764,353,914,334,
860Z200US92129,ZCTA5 92129,3618,526,1808,343,162,90,180,107,590,190,876,242,1810,345,153,99,395,137,647,208,615,210,
860Z200US92130,ZCTA5 92130,2529,441,850,204,30,28,94,57,86,74,640,175,1679,322,200,124,186,128,219,114,1074,282,
860Z200US92131,ZCTA5 92131,2506,455,1254,333,126,133,130,144,352,165,646,205,1252,243,37,30,199,115,411,165,605,155,
860Z200US92132,ZCTA5 92132,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92134,ZCTA5 92134,2,4,0,13,0,13,0,13,0,13,0,13,2,4,0,13,0,13,2,4,0,13,
860Z200US92135,ZCTA5 92135,60,75,54,74,0,13,10,17,41,76,3,7,6,13,0,13,6,13,0,13,0,13,
860Z200US92136,ZCTA5 92136,817,331,701,277,0,19,236,173,357,178,108,146,116,141,0,19,0,19,88,137,28,39,
860Z200US92139,ZCTA5 92139,8657,727,4019,507,739,192,1228,273,1441,284,611,206,4638,452,891,222,1453,265,1440,255,854,238,
860Z200US92140,ZCTA5 92140,43,40,35,36,0,13,27,30,7,17,1,3,8,17,0,13,0,13,8,17,0,13,
860Z200US92145,ZCTA5 92145,150,86,144,85,0,13,0,13,116,63,28,54,6,14,0,13,0,13,6,14,0,13,
860Z200US92147,ZCTA5 92147,17,19,7,13,0,13,0,13,7,13,0,13,10,24,0,13,0,13,0,13,10,24,
860Z200US92154,ZCTA5 92154,34890,1807,17888,1176,5003,679,5708,630,4528,534,2649,422,17002,913,5140,566,4495,561,4719,586,2648,401,
860Z200US92155,ZCTA5 92155,8,18,8,18,0,13,0,13,0,13,8,18,0,13,0,13,0,13,0,13,0,13,
860Z200US92161,ZCTA5 92161,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92173,ZCTA5 92173,17190,1066,7821,708,3280,535,1836,368,1984,327,721,170,9369,768,4182,487,2115,445,2268,400,804,211,
860Z200US92179,ZCTA5 92179,1018,147,1018,147,444,104,337,79,226,75,11,14,0,13,0,13,0,13,0,13,0,13,
860Z200US92182,ZCTA5 92182,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92201,ZCTA5 92201,31497,1506,16210,970,6137,762,6206,724,2757,525,1110,300,15287,883,5429,540,5481,683,3195,480,1182,283,
860Z200US92203,ZCTA5 92203,9898,1117,4569,561,685,176,1475,354,1377,308,1032,325,5329,823,1121,454,1575,463,1604,280,1029,317,
860Z200US92210,ZCTA5 92210,114,51,17,18,0,13,0,13,0,13,17,18,97,45,14,23,3,6,51,35,29,26,
860Z200US92211,ZCTA5 92211,2819,579,1389,390,308,160,288,165,399,253,394,162,1430,356,350,220,240,107,639,233,201,94,
860Z200US92220,ZCTA5 92220,9279,625,4861,511,1258,244,1636,365,1551,393,416,198,4418,420,1196,238,1561,359,1108,218,553,189,
860Z200US92222,ZCTA5 92222,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92223,ZCTA5 92223,15201,1120,7600,712,1632,406,2375,452,2477,444,1116,255,7601,677,1001,273,1806,421,3149,464,1645,391,
860Z200US92225,ZCTA5 92225,7985,558,5368,421,2404,347,1133,222,1615,237,216,95,2617,278,1198,242,525,170,692,147,202,66,
860Z200US92227,ZCTA5 92227,12621,641,6072,466,1909,388,1767,337,1838,372,558,262,6549,475,1908,347,1406,351,2637,413,598,203,
860Z200US92230,ZCTA5 92230,707,396,346,204,45,63,220,142,0,13,81,73,361,237,141,104,47,71,173,134,0,13,
860Z200US92231,ZCTA5 92231,23142,990,10424,710,3558,528,2291,439,2614,536,1961,483,12718,556,4719,606,2167,419,3152,455,2680,498,
860Z200US92233,ZCTA5 92233,3703,380,2741,262,1095,216,953,220,693,146,0,19,962,224,392,216,194,89,338,128,38,44,
860Z200US92234,ZCTA5 92234,18364,975,9575,649,2995,391,3594,449,1799,399,1187,276,8789,533,2960,366,2885,358,1684,305,1260,274,
860Z200US92236,ZCTA5 92236,28012,1042,13632,737,5918,639,5490,680,1734,372,490,206,14380,764,5878,613,5914,684,1852,359,736,216,
860Z200US92239,ZCTA5 92239,51,59,37,45,3,5,33,44,1,3,0,13,14,15,0,13,12,15,2,4,0,13,
860Z200US92240,ZCTA5 92240,14352,1099,7308,754,2760,443,2448,455,1401,417,699,277,7044,608,2425,467,2231,424,1890,346,498,247,
860Z200US92241,ZCTA5 92241,2107,407,1052,214,377,124,324,116,330,108,21,18,1055,267,384,181,352,126,211,74,108,87,
860Z200US92242,ZCTA5 92242,114,53,74,39,37,25,17,18,20,21,0,13,40,30,4,8,5,9,31,23,0,13,
860Z200US92243,ZCTA5 92243,24714,949,11766,690,3534,435,3009,339,3723,533,1500,290,12948,589,4351,468,2954,440,3671,413,1972,305,
860Z200US92249,ZCTA5 92249,4523,809,2206,475,342,162,563,319,790,294,511,230,2317,451,610,206,673,302,644,237,390,176,
860Z200US92250,ZCTA5 92250,3515,510,1743,324,598,211,774,272,282,144,89,60,1772,288,688,263,402,157,422,183,260,145,
860Z200US92251,ZCTA5 92251,12232,1055,6478,700,1581,330,2011,452,2180,503,706,306,5754,750,1701,452,1015,323,2064,434,974,392,
860Z200US92252,ZCTA5 92252,1152,446,585,357,183,210,97,82,262,175,43,42,567,191,87,73,67,63,296,156,117,109,
860Z200US92253,ZCTA5 92253,8127,709,3878,474,759,201,1208,328,1160,302,751,229,4249,497,820,205,929,192,1691,508,809,231,
860Z200US92254,ZCTA5 92254,6314,914,3374,640,2124,477,827,349,363,186,60,80,2940,550,2039,460,582,264,284,133,35,51,
860Z200US92256,ZCTA5 92256,610,327,327,221,124,110,9,14,161,128,33,40,283,122,29,35,39,41,196,126,19,28,
860Z200US92257,ZCTA5 92257,145,88,34,38,26,35,0,13,8,12,0,13,111,68,72,55,24,35,3,8,12,16,
860Z200US92258,ZCTA5 92258,234,103,118,60,103,57,15,23,0,13,0,13,116,51,60,39,13,24,25,23,18,26,
860Z200US92259,ZCTA5 92259,73,79,50,52,28,39,0,13,22,35,0,13,23,32,23,32,0,13,0,13,0,13,
860Z200US92260,ZCTA5 92260,5209,752,2646,548,538,182,613,233,865,331,630,270,2563,431,386,168,635,244,910,299,632,204,
860Z200US92262,ZCTA5 92262,4513,502,2396,350,670,169,775,248,526,139,425,121,2117,269,443,134,617,190,696,168,361,132,
860Z200US92264,ZCTA5 92264,2965,452,1756,358,371,142,366,94,519,183,500,175,1209,195,296,85,392,127,374,99,147,57,
860Z200US92266,ZCTA5 92266,39,47,0,13,0,13,0,13,0,13,0,13,39,47,14,23,0,13,25,41,0,13,
860Z200US92267,ZCTA5 92267,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92268,ZCTA5 92268,101,133,45,69,0,13,45,69,0,13,0,13,56,67,0,13,15,24,41,63,0,13,
860Z200US92270,ZCTA5 92270,1404,296,821,220,245,96,213,146,181,92,182,86,583,153,128,76,128,72,184,81,143,87,
860Z200US92273,ZCTA5 92273,859,342,490,200,114,76,170,118,190,115,16,26,369,188,46,44,70,57,222,160,31,34,
860Z200US92274,ZCTA5 92274,9756,1073,5095,627,3440,590,1148,277,307,155,200,170,4661,638,2772,527,930,243,862,340,97,69,
860Z200US92275,ZCTA5 92275,401,225,202,127,63,78,108,91,31,40,0,13,199,113,114,87,36,32,49,47,0,13,
860Z200US92276,ZCTA5 92276,2911,766,1454,439,372,232,469,246,314,156,299,407,1457,373,200,154,510,197,467,193,280,314,
860Z200US92277,ZCTA5 92277,3113,563,1618,368,292,178,341,190,644,249,341,120,1495,392,162,121,332,170,548,172,453,344,
860Z200US92278,ZCTA5 92278,55,36,49,32,0,13,17,20,32,24,0,13,6,9,3,6,3,7,0,13,0,13,
860Z200US92280,ZCTA5 92280,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92281,ZCTA5 92281,873,246,449,139,266,138,70,46,101,40,12,17,424,128,149,84,116,52,95,39,64,47,
860Z200US92282,ZCTA5 92282,392,149,197,92,47,33,23,27,106,72,21,26,195,82,47,34,53,51,86,54,9,16,
860Z200US92283,ZCTA5 92283,213,70,85,40,17,13,42,28,18,20,8,10,128,58,32,31,61,39,35,24,0,13,
860Z200US92284,ZCTA5 92284,3641,494,1883,373,495,301,469,199,532,218,387,176,1758,286,368,158,498,180,706,200,186,126,
860Z200US92285,ZCTA5 92285,215,94,166,89,40,38,22,21,70,61,34,55,49,41,0,13,21,34,28,21,0,13,
860Z200US92301,ZCTA5 92301,13597,815,6674,548,2554,443,2372,382,1439,382,309,154,6923,450,2128,358,2302,406,2130,344,363,143,
860Z200US92304,ZCTA5 92304,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92305,ZCTA5 92305,4,8,4,8,0,13,0,13,4,8,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92307,ZCTA5 92307,7681,856,3827,557,993,228,1245,356,1183,364,406,213,3854,465,988,222,917,292,1480,289,469,169,
860Z200US92308,ZCTA5 92308,8623,898,4190,582,1388,374,1684,296,881,260,237,117,4433,459,1304,285,1208,289,1590,348,331,141,
860Z200US92309,ZCTA5 92309,275,137,154,85,55,49,83,66,16,17,0,13,121,66,34,29,71,57,16,17,0,13,
860Z200US92310,ZCTA5 92310,687,232,366,126,0,19,61,70,169,128,136,19,321,137,17,27,46,42,149,130,109,78,
860Z200US92311,ZCTA5 92311,9482,868,4886,697,1087,250,1784,335,1785,473,230,156,4596,457,897,192,1142,235,2204,453,353,186,
860Z200US92313,ZCTA5 92313,3837,541,1699,294,372,163,772,235,448,180,107,75,2138,376,552,191,447,161,420,165,719,250,
860Z200US92314,ZCTA5 92314,1498,445,838,326,188,134,171,111,172,94,307,234,660,205,128,90,182,104,175,85,175,112,
860Z200US92315,ZCTA5 92315,844,178,491,117,139,89,152,82,73,52,127,70,353,97,41,38,169,76,123,56,20,22,
860Z200US92316,ZCTA5 92316,14959,1387,7586,733,2995,390,2499,446,1670,463,422,150,7373,734,2909,432,2170,480,1692,426,602,179,
860Z200US92317,ZCTA5 92317,125,154,79,108,0,13,41,49,0,13,38,61,46,49,0,13,38,47,8,13,0,13,
860Z200US92320,ZCTA5 92320,1738,296,999,171,177,118,188,126,432,178,202,170,739,202,72,60,286,146,281,138,100,86,
860Z200US92321,ZCTA5 92321,229,135,111,71,40,46,35,44,36,47,0,13,118,71,59,55,48,52,11,16,0,13,
860Z200US92322,ZCTA5 92322,75,85,45,69,0,13,0,13,45,69,0,13,30,48,0,13,0,13,30,48,0,13,
860Z200US92324,ZCTA5 92324,25693,1115,13303,836,3834,597,4821,559,2987,428,1661,692,12390,687,4070,641,3785,516,3063,396,1472,289,
860Z200US92325,ZCTA5 92325,1297,345,716,222,119,99,187,130,312,154,98,73,581,206,57,57,235,158,104,62,185,113,
860Z200US92327,ZCTA5 92327,110,120,15,25,0,13,0,13,0,13,15,25,95,116,0,13,95,116,0,13,0,13,
860Z200US92328,ZCTA5 92328,271,184,142,142,0,13,0,13,27,45,115,142,129,112,0,13,0,13,99,101,30,40,
860Z200US92332,ZCTA5 92332,11,16,0,13,0,13,0,13,0,13,0,13,11,16,0,13,11,16,0,13,0,13,
860Z200US92333,ZCTA5 92333,9,11,9,11,3,6,6,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92335,ZCTA5 92335,46333,1884,23117,1081,9252,753,7894,635,4280,613,1691,345,23216,1121,8808,799,7221,617,4919,524,2268,374,
860Z200US92336,ZCTA5 92336,34394,1682,17337,1067,3417,544,5613,713,5237,672,3070,475,17057,958,3922,548,4355,583,5596,652,3184,613,
860Z200US92337,ZCTA5 92337,15956,1013,8154,702,2118,373,3199,432,1941,382,896,310,7802,533,1970,322,2455,362,2109,374,1268,219,
860Z200US92338,ZCTA5 92338,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92339,ZCTA5 92339,72,59,50,40,0,13,37,37,3,19,10,13,22,24,16,23,0,13,4,6,2,9,
860Z200US92341,ZCTA5 92341,78,55,44,35,8,14,15,22,21,23,0,13,34,28,0,13,15,19,19,20,0,13,
860Z200US92342,ZCTA5 92342,920,329,287,140,35,33,5,7,180,107,67,72,633,285,0,19,164,136,182,116,287,246,
860Z200US92344,ZCTA5 92344,7157,1064,3954,750,783,355,1512,446,1291,399,368,167,3203,425,858,319,1050,307,870,259,425,222,
860Z200US92345,ZCTA5 92345,29436,1492,15532,1053,5196,684,5804,753,3803,676,729,226,13904,842,4305,580,4663,704,3909,470,1027,303,
860Z200US92346,ZCTA5 92346,18596,1273,9428,779,2725,447,3005,446,2560,580,1138,311,9168,774,2426,469,2793,482,2723,405,1226,320,
860Z200US92347,ZCTA5 92347,145,172,79,104,30,49,20,33,29,48,0,13,66,80,66,80,0,13,0,13,0,13,
860Z200US92350,ZCTA5 92350,23,33,0,13,0,13,0,13,0,13,0,13,23,33,0,13,0,13,6,13,17,31,
860Z200US92352,ZCTA5 92352,616,219,311,109,23,36,135,88,107,64,46,36,305,133,25,28,60,71,88,76,132,87,
860Z200US92354,ZCTA5 92354,3992,605,1833,330,520,186,349,101,543,226,421,159,2159,397,338,150,831,293,469,199,521,172,
860Z200US92356,ZCTA5 92356,1543,511,858,308,312,130,379,270,123,93,44,60,685,267,191,136,167,123,164,79,163,183,
860Z200US92358,ZCTA5 92358,170,164,88,88,0,13,9,13,60,84,19,27,82,82,55,75,20,31,7,11,0,13,
860Z200US92359,ZCTA5 92359,2721,544,1269,272,301,154,269,111,405,177,294,129,1452,336,280,134,536,235,369,197,267,130,
860Z200US92363,ZCTA5 92363,1247,364,764,205,271,210,261,101,154,78,78,92,483,203,111,82,74,37,268,207,30,31,
860Z200US92364,ZCTA5 92364,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92365,ZCTA5 92365,417,176,199,97,75,83,42,55,82,39,0,13,218,126,48,45,35,41,135,124,0,13,
860Z200US92368,ZCTA5 92368,275,73,136,42,84,36,33,19,12,15,7,9,139,37,67,27,48,20,15,15,9,13,
860Z200US92369,ZCTA5 92369,1119,247,881,238,543,174,135,68,185,114,18,34,238,95,122,66,75,52,41,47,0,13,
860Z200US92371,ZCTA5 92371,5067,1129,2454,701,625,276,987,362,814,305,28,41,2613,635,342,165,809,315,1148,433,314,224,
860Z200US92372,ZCTA5 92372,1095,434,543,218,87,90,179,120,202,128,75,71,552,271,53,85,218,130,225,157,56,74,
860Z200US92373,ZCTA5 92373,5433,819,2403,393,456,192,434,230,842,231,671,250,3030,698,482,295,782,342,629,197,1137,458,
860Z200US92374,ZCTA5 92374,11869,1132,5601,663,1383,351,1889,413,1492,344,837,298,6268,630,1064,247,1764,306,1741,360,1699,450,
860Z200US92376,ZCTA5 92376,38401,1416,18798,889,6650,616,6636,600,4088,573,1424,232,19603,955,6634,638,6515,683,4628,533,1826,355,
860Z200US92377,ZCTA5 92377,7588,1211,3948,728,797,218,1263,354,1149,280,739,390,3640,546,774,231,1128,318,998,187,740,242,
860Z200US92378,ZCTA5 92378,111,76,40,37,40,37,0,13,0,13,0,13,71,47,27,30,0,13,7,10,37,35,
860Z200US92382,ZCTA5 92382,480,251,261,178,59,68,13,22,68,56,121,148,219,92,40,53,19,31,111,62,49,65,
860Z200US92384,ZCTA5 92384,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92385,ZCTA5 92385,43,38,32,27,12,17,14,21,0,13,6,9,11,15,0,13,11,15,0,13,0,13,
860Z200US92386,ZCTA5 92386,58,60,19,24,0,13,0,13,19,24,0,13,39,43,0,13,0,13,39,43,0,13,
860Z200US92389,ZCTA5 92389,19,18,0,13,0,13,0,13,0,13,0,13,19,18,6,11,9,13,0,13,4,8,
860Z200US92391,ZCTA5 92391,565,274,410,246,28,44,152,105,196,198,34,50,155,81,42,42,55,45,40,48,18,27,
860Z200US92392,ZCTA5 92392,17473,1412,8652,892,2638,556,3003,607,2332,624,679,387,8821,740,2570,370,2945,460,2688,619,618,269,
860Z200US92394,ZCTA5 92394,12610,1250,6830,778,2360,373,2453,605,1761,460,256,175,5780,689,1450,366,1893,584,2099,510,338,173,
860Z200US92395,ZCTA5 92395,13239,1427,6178,881,2243,464,1573,369,1987,525,375,192,7061,868,2520,430,1789,399,1980,444,772,317,
860Z200US92397,ZCTA5 92397,554,234,340,158,65,81,28,38,112,87,135,121,214,112,16,29,42,43,130,85,26,41,
860Z200US92398,ZCTA5 92398,118,93,118,93,28,40,60,75,30,47,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92399,ZCTA5 92399,10417,1124,5498,811,1299,386,1442,556,1780,418,977,305,4919,630,1329,438,1267,323,1400,257,923,316,
860Z200US92401,ZCTA5 92401,619,214,342,151,239,127,50,32,25,36,28,35,277,104,224,114,24,20,29,27,0,13,
860Z200US92404,ZCTA5 92404,23338,1586,11850,973,4086,705,4022,505,3089,581,653,221,11488,826,3889,508,3903,586,2729,557,967,213,
860Z200US92405,ZCTA5 92405,11239,1112,5544,632,1872,336,1661,393,1497,341,514,175,5695,694,1896,333,1770,395,1449,388,580,201,
860Z200US92407,ZCTA5 92407,23566,1587,12637,1002,4294,560,3861,567,3089,500,1393,325,10929,795,2737,478,3476,474,3180,495,1536,260,
860Z200US92408,ZCTA5 92408,4263,703,2146,417,758,236,785,250,527,231,76,52,2117,382,837,217,707,206,454,226,119,63,
860Z200US92410,ZCTA5 92410,21263,1271,10989,846,5208,651,3898,475,1438,256,445,129,10274,650,4395,483,3512,413,1845,323,522,133,
860Z200US92411,ZCTA5 92411,12211,1024,6275,665,2596,472,2234,315,1078,315,367,216,5936,495,2488,282,2135,286,1049,236,264,126,
860Z200US92415,ZCTA5 92415,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92501,ZCTA5 92501,7797,1041,4021,572,1006,399,1483,350,1147,261,385,129,3776,564,1041,283,905,224,1418,355,412,140,
860Z200US92503,ZCTA5 92503,31714,1653,15899,990,4593,538,5973,605,3592,415,1741,386,15815,913,4639,510,5748,543,3713,537,1715,311,
860Z200US92504,ZCTA5 92504,18223,1777,9227,1138,2578,647,3220,686,2439,539,990,240,8996,849,2261,357,2944,523,2286,542,1505,371,
860Z200US92505,ZCTA5 92505,18556,1067,9652,682,2913,371,3573,411,2219,432,947,204,8904,587,2412,358,2909,371,2284,335,1299,275,
860Z200US92506,ZCTA5 92506,9844,925,4895,541,959,347,1412,327,1345,290,1179,294,4949,543,808,238,1305,263,1360,316,1476,306,
860Z200US92507,ZCTA5 92507,15752,1164,8105,802,2442,399,2472,428,2118,432,1073,251,7647,642,2262,314,2029,383,2023,396,1333,262,
860Z200US92508,ZCTA5 92508,7617,976,3375,517,565,167,1152,314,1122,302,536,175,4242,612,747,235,587,201,1430,268,1478,396,
860Z200US92509,ZCTA5 92509,33909,1403,17806,995,7282,588,5824,710,3532,484,1168,334,16103,764,5531,451,4834,482,3969,583,1769,279,
860Z200US92518,ZCTA5 92518,104,75,39,37,14,21,0,13,8,13,17,28,65,47,0,13,25,30,0,13,40,36,
860Z200US92521,ZCTA5 92521,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,
860Z200US92530,ZCTA5 92530,19298,1493,9319,814,2735,387,3204,531,2404,536,976,278,9979,881,3370,496,3578,577,2186,375,845,285,
860Z200US92532,ZCTA5 92532,5500,846,2485,534,657,253,696,282,932,291,200,108,3015,515,499,205,556,214,1154,267,806,264,
860Z200US92536,ZCTA5 92536,245,154,142,104,0,13,142,104,0,13,0,13,103,64,0,13,41,41,38,41,24,33,
860Z200US92539,ZCTA5 92539,508,412,250,206,84,69,125,186,26,37,15,22,258,219,104,102,81,109,17,22,56,93,
860Z200US92543,ZCTA5 92543,11510,1102,5689,691,2155,419,1788,465,1476,396,270,147,5821,696,2562,522,1415,319,1471,387,373,208,
860Z200US92544,ZCTA5 92544,13536,1297,6706,761,2067,422,2379,440,1860,286,400,147,6830,745,1964,415,2170,403,2182,454,514,202,
860Z200US92545,ZCTA5 92545,12000,1622,5654,821,1678,490,2107,603,1197,433,672,244,6346,950,1729,397,1777,612,1662,373,1178,723,
860Z200US92548,ZCTA5 92548,2712,1040,1301,487,578,365,558,289,124,121,41,41,1411,613,450,273,551,341,367,224,43,43,
860Z200US92549,ZCTA5 92549,637,277,361,161,47,54,69,62,137,88,108,87,276,160,70,65,114,82,92,75,0,13,
860Z200US92551,ZCTA5 92551,13331,1097,6878,625,2504,462,2447,400,1320,285,607,189,6453,615,2068,261,2067,431,1756,324,562,186,
860Z200US92553,ZCTA5 92553,27749,1380,13788,828,5517,571,4634,498,2965,399,672,188,13961,782,5063,494,4611,499,3347,392,940,246,
860Z200US92555,ZCTA5 92555,13306,988,6737,599,1606,257,2186,378,2171,381,774,262,6569,571,1419,272,2031,349,2074,345,1045,226,
860Z200US92557,ZCTA5 92557,17310,1278,8463,782,2419,256,2763,474,2410,368,871,277,8847,692,1984,319,2694,361,2885,465,1284,291,
860Z200US92561,ZCTA5 92561,228,166,22,26,0,13,2,5,20,25,0,13,206,165,0,13,75,90,98,94,33,47,
860Z200US92562,ZCTA5 92562,11510,1281,5430,603,651,217,1713,403,2086,449,980,268,6080,823,847,247,1079,280,2555,656,1599,426,
860Z200US92563,ZCTA5 92563,13415,1299,6639,808,775,205,1325,358,2776,589,1763,474,6776,787,963,412,1651,462,2714,489,1448,304,
860Z200US92567,ZCTA5 92567,3918,710,1857,382,710,236,682,216,402,167,63,49,2061,439,695,296,664,221,415,137,287,151,
860Z200US92570,ZCTA5 92570,25945,1924,13442,1032,5203,564,4805,674,2636,575,798,267,12503,1136,5241,735,3820,516,2745,530,697,230,
